,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price
7801,2020-09-12,2020-09-18,R164,66TH STREET-BROADWAY,21086.0,No,2.29
7802,2020-09-12,2020-09-18,R165,TOMPKINSVILLE,1267.0,No,2.29
7803,2020-09-12,2020-09-18,R166,79TH STREET-BROADWAY,21536.0,No,2.29
7804,2020-09-12,2020-09-18,R167,86TH STREET-BROADWAY,26415.0,No,2.29
7805,2020-09-12,2020-09-18,R168,96TH STREET-BROADWAY,56687.0,No,2.29
7806,2020-09-12,2020-09-18,R169,137TH STREET-BROADWAY,23022.0,No,2.29
7807,2020-09-12,2020-09-18,R170,14TH STREET-UNION SQUARE,130325.0,No,2.29
7808,2020-09-12,2020-09-18,R171,7TH AVENUE-PARK PLACE,13636.0,No,2.29
7809,2020-09-12,2020-09-18,R172,BRIGHTON BEACH-CONEY ISLAND,29214.0,No,2.29
7810,2020-09-12,2020-09-18,R173,207TH STREET-BROADWAY,15822.0,No,2.29
7811,2020-09-12,2020-09-18,R174,181ST STREET-FT WASH AVE,20567.0,No,2.29
7812,2020-09-12,2020-09-18,R175,8TH AVENUE-14TH STREET,52004.0,No,2.29
7813,2020-09-12,2020-09-18,R176,33RD STREET-PARK AVENUE,34588.0,No,2.29
7814,2020-09-12,2020-09-18,R177,68TH STREET-HUNTER COLLEGE,32523.0,No,2.29
7815,2020-09-12,2020-09-18,R178,77TH STREET-LEXINGTON AVE,47535.0,No,2.29
7816,2020-09-12,2020-09-18,R179,86TH STREET-LEXINGTON AVE,72496.0,No,2.29
7817,2020-09-12,2020-09-18,R180,103RD STREET-LEXINGTON AVE,26365.0,No,2.29
7818,2020-09-12,2020-09-18,R181,110TH STREET-LEXINGTON AVE,20228.0,No,2.29
7819,2020-09-12,2020-09-18,R182,116TH STREET-LEXINGTON AVE,27707.0,No,2.29
7820,2020-09-12,2020-09-18,R183,BEDFORD PARK BLVD-JEROME AV,9114.0,No,2.29
7821,2020-09-12,2020-09-18,R184,CORTELYOU RD-EAST 16TH ST,14460.0,No,2.29
7822,2020-09-12,2020-09-18,R185,DYCKMAN STREET-BROADWAY,13509.0,No,2.29
7823,2020-09-12,2020-09-18,R186,86TH ST-CENTRAL PARK WEST,15117.0,No,2.29
7824,2020-09-12,2020-09-18,R187,81ST STREET-MUSEUM,14669.0,No,2.29
7825,2020-09-12,2020-09-18,R188,50TH STREET-8TH AVENUE,21363.0,No,2.29
7826,2020-09-12,2020-09-18,R189,CHRISTOPHER ST-SHERIDAN SQ,12267.0,No,2.29
7827,2020-09-12,2020-09-18,R190,23RD STREET-7TH AVENUE,17499.0,No,2.29
7828,2020-09-12,2020-09-18,R191,103RD STREET-BROADWAY,19477.0,No,2.29
7829,2020-09-12,2020-09-18,R192,110TH STREET-BROADWAY,18709.0,No,2.29
7830,2020-09-12,2020-09-18,R193,157TH STREET-BROADWAY,23299.0,No,2.29
7831,2020-09-12,2020-09-18,R194,BLEECKER ST-LAFAYETTE ST,18679.0,No,2.29
7832,2020-09-12,2020-09-18,R195,161ST STREET-YANKEE STADIUM,42290.0,No,2.29
7833,2020-09-12,2020-09-18,R196,PROSPECT PARK-EMPIRE BLVD,19049.0,No,2.29
7834,2020-09-12,2020-09-18,R197,36TH STREET-4TH AVENUE,29825.0,No,2.29
7835,2020-09-12,2020-09-18,R198,NOSTRAND AVE-FULTON ST,27041.0,No,2.29
7836,2020-09-12,2020-09-18,R199,KINGSTON AVE-THROOP AVE,9654.0,No,2.29
7837,2020-09-12,2020-09-18,R200,EUCLID AVE-PITKIN AVE,20068.0,No,2.29
7838,2020-09-12,2020-09-18,R201,WOODHAVEN BLVD-QUEENS BLVD,35995.0,No,2.29
7839,2020-09-12,2020-09-18,R202,63RD DRIVE-REGO PARK,30956.0,No,2.29
7840,2020-09-12,2020-09-18,R203,23RD STREET-6TH AVENUE,19735.0,No,2.29
7841,2020-09-12,2020-09-18,R204,CHURCH AVE-MCDONALD AVE,20669.0,No,2.29
7842,2020-09-12,2020-09-18,R205,149TH ST-GRAND CONCOURSE,22110.0,No,2.29
7843,2020-09-12,2020-09-18,R206,125TH STREET-LENOX AVENUE,22273.0,No,2.29
7844,2020-09-12,2020-09-18,R207,135TH STREET-LENOX AVENUE,25813.0,No,2.29
7845,2020-09-12,2020-09-18,R208,103RD ST-ROOSEVELT AVE,53596.0,No,2.29
7846,2020-09-12,2020-09-18,R209,STERLING ST-NOSTRAND AVE,9229.0,No,2.29
7847,2020-09-12,2020-09-18,R210,BEVERLY RD-NOSTRAND AVE,7756.0,No,2.29
7848,2020-09-12,2020-09-18,R211,KINGS HIGHWAY-EAST 16TH ST,40594.0,No,2.29
7849,2020-09-12,2020-09-18,R212,59TH STREET-4TH AVENUE,26569.0,No,2.29
7850,2020-09-12,2020-09-18,R213,BAY RIDGE AVE-4TH AVENUE,15823.0,No,2.29
7851,2020-09-12,2020-09-18,R214,77TH STREET-4TH AVENUE,11322.0,No,2.29
7852,2020-09-12,2020-09-18,R215,86TH STREET-4TH AVENUE,19975.0,No,2.29
7853,2020-09-12,2020-09-18,R216,BAY RIDGE - 95TH STREET,12099.0,No,2.29
7854,2020-09-12,2020-09-18,R217,HOYT ST-SCHERMERHORN ST,18909.0,No,2.29
7855,2020-09-12,2020-09-18,R218,ELMHURST AVE-BROADWAY,25585.0,No,2.29
7856,2020-09-12,2020-09-18,R219,67TH AVENUE-QUEENS BLVD,14765.0,No,2.29
7857,2020-09-12,2020-09-18,R220,CARROLL ST-PRESIDENT ST,17483.0,No,2.29
7858,2020-09-12,2020-09-18,R221,167TH STREET-RIVER AVENUE,20241.0,No,2.29
7859,2020-09-12,2020-09-18,R222,177TH STREET-PARKCHESTER,30406.0,No,2.29
7860,2020-09-12,2020-09-18,R223,46TH ST-BLISS ST,28166.0,No,2.29
7861,2020-09-12,2020-09-18,R224,CLARK STREET-HENRY STREET,7441.0,No,2.29
7862,2020-09-12,2020-09-18,R225,HOYT STREET-HOYT STREET,7474.0,No,2.29
7863,2020-09-12,2020-09-18,R226,GUN HILL ROAD-SEYMOUR,8272.0,No,2.29
7864,2020-09-12,2020-09-18,R227,RECTOR STREET-CHURCH STREET,6310.0,No,2.29
7865,2020-09-12,2020-09-18,R228,AVENUE J-EAST 16TH STREET,12984.0,No,2.29
7866,2020-09-12,2020-09-18,R229,AVENUE M-EAST 16TH STREET,13075.0,No,2.29
7867,2020-09-12,2020-09-18,R230,NECK ROAD-EAST 16TH STREET,9560.0,No,2.29
7868,2020-09-12,2020-09-18,R231,UNION STREET-4TH AVENUE,11851.0,No,2.29
7869,2020-09-12,2020-09-18,R232,45TH STREET-4TH AVENUE,18416.0,No,2.29
7870,2020-09-12,2020-09-18,R233,53RD STREET-4TH AVENUE,23564.0,No,2.29
7871,2020-09-12,2020-09-18,R234,50TH STREET-NEW UTRECHT AVE,9327.0,No,2.29
7872,2020-09-12,2020-09-18,R235,BEDFORD AVE-NORTH 7TH ST,45978.0,No,2.29
7873,2020-09-12,2020-09-18,R236,DEKALB AVE-WYCKOFF AVE,26675.0,No,2.29
7874,2020-09-12,2020-09-18,R237,182ND STREET-183RD STREET,10642.0,No,2.29
7875,2020-09-12,2020-09-18,R238,STEINWAY ST-BROADWAY,24868.0,No,2.29
7876,2020-09-12,2020-09-18,R239,GREENPOINT AVE,20314.0,No,2.29
7877,2020-09-12,2020-09-18,R240,GRAND ST-CHRISTIE ST,44488.0,No,2.29
7878,2020-09-12,2020-09-18,R241,15TH ST-PROSPECT PARK WEST,8952.0,No,2.29
7879,2020-09-12,2020-09-18,R242,18TH AVE-MCDONALD AVE,6258.0,No,2.29
7880,2020-09-12,2020-09-18,R243,170TH STREET-JEROME AVENUE,17604.0,No,2.29
7881,2020-09-12,2020-09-18,R244,BURNSIDE AVE-JEROME AVE,16551.0,No,2.29
7882,2020-09-12,2020-09-18,R245,ST LAWRENCE AVE-WEST AVE,9499.0,No,2.29
7883,2020-09-12,2020-09-18,R246,PROSPECT AVENUE-4TH AVENUE,10713.0,No,2.29
7884,2020-09-12,2020-09-18,R247,55TH ST-NEW UTRECHT AVE,6055.0,No,2.29
7885,2020-09-12,2020-09-18,R248,1ST AVENUE-14TH STREET,35908.0,No,2.29
7886,2020-09-12,2020-09-18,R249,GRAHAM AVE-METROPOLITAN AVE,15818.0,No,2.29
7887,2020-09-12,2020-09-18,R250,GRAND ST-BUSHWICK AVE,11368.0,No,2.29
7888,2020-09-12,2020-09-18,R251,96TH ST-CENTRAL PARK WEST,14314.0,No,2.29
7889,2020-09-12,2020-09-18,R252,HIGH ST-CADMAN PLAZA WEST,11992.0,No,2.29
7890,2020-09-12,2020-09-18,R253,174TH-175TH ST-GRAND CONCOU,12243.0,No,2.29
7891,2020-09-12,2020-09-18,R254,GRAND AVE-QUEENS BOULEVARD,32010.0,No,2.29
7892,2020-09-12,2020-09-18,R255,VAN WYCK BLVD-MAIN STREET,9779.0,No,2.29
7893,2020-09-12,2020-09-18,R256,NASSAU AVE-MANHATTAN AVE,17786.0,No,2.29
7894,2020-09-12,2020-09-18,R257,EAST BROADWAY-MADISON ST,21284.0,No,2.29
7895,2020-09-12,2020-09-18,R258,4TH AVENUE-9TH STREET,21730.0,No,2.29
7896,2020-09-12,2020-09-18,R259,ROOSEVELT ISLAND,13856.0,No,2.29
7897,2020-09-12,2020-09-18,R260,181ST STREET-ST NICHOLAS AV,27950.0,No,2.29
7898,2020-09-12,2020-09-18,R261,40TH STREET-LOWERY STREET,18482.0,No,2.29
7899,2020-09-12,2020-09-18,R262,BEVERLEY ROAD -EAST 15TH ST,7797.0,No,2.29
7900,2020-09-12,2020-09-18,R263,AVENUE H-EAST 16TH STREET,6502.0,No,2.29
7901,2020-09-12,2020-09-18,R264,OCEAN PKWAY-BRIGHTON BCH AV,8582.0,No,2.29
7902,2020-09-12,2020-09-18,R265,MONTROSE AVENUE,13017.0,No,2.29
7903,2020-09-12,2020-09-18,R266,HALSEY STREET-WYCKOFF AVE,16301.0,No,2.29
7904,2020-09-12,2020-09-18,R267,46TH STREET-BROADWAY,15019.0,No,2.29
7905,2020-09-12,2020-09-18,R268,METROPOLITAN AVE-LORIMER ST,26215.0,No,2.29
7906,2020-09-12,2020-09-18,R269,BEDFORD AVENUE-NOSTRAND AVE,15339.0,No,2.29
7907,2020-09-12,2020-09-18,R270,SMITH STREET-9TH STREET,8630.0,No,2.29
7908,2020-09-12,2020-09-18,R271,AVENUE X-MCDONALD AVENUE,4614.0,No,2.29
7909,2020-09-12,2020-09-18,R272,28TH STREET-7TH AVENUE,13869.0,No,2.29
7910,2020-09-12,2020-09-18,R273,145TH STREET-BROADWAY,20650.0,No,2.29
7911,2020-09-12,2020-09-18,R274,191ST STREET-ST NICHOLAS AV,3607.0,No,2.29
7912,2020-09-12,2020-09-18,R275,183RD STREET-JEROME AVENUE,13583.0,No,2.29
7913,2020-09-12,2020-09-18,R276,JACKSON AVENUE-VERNON BLVD,25336.0,No,2.29
7914,2020-09-12,2020-09-18,R277,PRESIDENT ST-NOSTRAND AVE,4844.0,No,2.29
7915,2020-09-12,2020-09-18,R278,25TH STREET-4TH AVENUE,6150.0,No,2.29
7916,2020-09-12,2020-09-18,R279,JEFFERSON STREET-WYCKOFF AV,15337.0,No,2.29
7917,2020-09-12,2020-09-18,R280,190TH STREET-OVERLOOK TERR,5943.0,No,2.29
7918,2020-09-12,2020-09-18,R281,72ND STREET-CENTRAL PK WEST,12188.0,No,2.29
7919,2020-09-12,2020-09-18,R282,SPRING STREET-6TH AVENUE,14767.0,No,2.29
7920,2020-09-12,2020-09-18,R283,LAFAYETTE AVENUE-FULTON ST,7449.0,No,2.29
7921,2020-09-12,2020-09-18,R284,CLINTON AVENUE-FULTON ST,7849.0,No,2.29
7922,2020-09-12,2020-09-18,R285,MOTT AVENUE-BEACH 22ND ST,10512.0,No,2.29
7923,2020-09-12,2020-09-18,R286,MYRTLE AVENUE-MARCY AVENUE,11982.0,No,2.29
7924,2020-09-12,2020-09-18,R287,CLASSON AVENUE-LAFAYETTE AV,9472.0,No,2.29
7925,2020-09-12,2020-09-18,R288,7TH AVENUE-9TH STREET,18056.0,No,2.29
7926,2020-09-12,2020-09-18,R289,FT HAMILTON PKY-GREENWOOD,8803.0,No,2.29
7927,2020-09-12,2020-09-18,R290,HOUSTON STREET-VARICK ST,14073.0,No,2.29
7928,2020-09-12,2020-09-18,R291,33RD STREET-QUEENS BLVD,11284.0,No,2.29
7929,2020-09-12,2020-09-18,R292,BAYCHESTER AVE-TILLOTSON,6527.0,No,2.29
7930,2020-09-12,2020-09-18,R293,34TH STREET - PENN STATION,54891.0,No,2.29
7931,2020-09-12,2020-09-18,R294,MORGAN AVENUE-HARRISON PL,14322.0,No,2.29
7932,2020-09-12,2020-09-18,R295,WILSON AVENUE-MOFFAT STREET,9863.0,No,2.29
7933,2020-09-12,2020-09-18,R296,163RD ST & AMSTERDAM AVE,8412.0,No,2.29
7934,2020-09-12,2020-09-18,R297,FRANKLIN AVENUE-FULTON ST,9830.0,No,2.29
7935,2020-09-12,2020-09-18,R298,NORTHERN BLVD-BROADWAY,12626.0,No,2.29
7936,2020-09-12,2020-09-18,R299,BROADWAY - UNION AVENUE,11964.0,No,2.29
7937,2020-09-12,2020-09-18,R300,2ND AVENUE-HOUSTON STREET,21389.0,No,2.29
7938,2020-09-12,2020-09-18,R301,YORK STREET-JAY STREET,14426.0,No,2.29
7939,2020-09-12,2020-09-18,R302,57TH STREET-6TH AVENUE,17261.0,No,2.29
7940,2020-09-12,2020-09-18,R303,21ST STREET-QUEENSBRIDGE,16458.0,No,2.29
7941,2020-09-12,2020-09-18,R304,RECTOR STREET-GREENWICH ST,6325.0,No,2.29
7942,2020-09-12,2020-09-18,R305,WTC-CORTLANDT ST,10181.0,No,2.29
7943,2020-09-12,2020-09-18,R306,238TH STREET-BROADWAY,8691.0,No,2.29
7944,2020-09-12,2020-09-18,R307,138TH ST-GRAND CONCOURSE,6258.0,No,2.29
7945,2020-09-12,2020-09-18,R308,MT EDEN AVENUE-JEROME AVE,11992.0,No,2.29
7946,2020-09-12,2020-09-18,R309,176TH STREET-JEROME AVENUE,13031.0,No,2.29
7947,2020-09-12,2020-09-18,R310,111TH STREET-ROOSEVELT AVE,32708.0,No,2.29
7948,2020-09-12,2020-09-18,R311,BOWERY STREET-DELANCEY ST,4478.0,No,2.29
7949,2020-09-12,2020-09-18,R312,WEST 6TH STREET-SURF AVENUE,5304.0,No,2.29
7950,2020-09-12,2020-09-18,R313,BUSHWICK AVENUE-ABERDEEN ST,5010.0,No,2.29
7951,2020-09-12,2020-09-18,R314,103RD ST-CENTRAL PARK WEST,7784.0,No,2.29
7952,2020-09-12,2020-09-18,R315,155TH STREET-8TH AVENUE,7354.0,No,2.29
7953,2020-09-12,2020-09-18,R316,FLUSHING AVENUE-MARCY AVE,7112.0,No,2.29
7954,2020-09-12,2020-09-18,R317,LAFAYETTE AV-WASHINGTON AV,8248.0,No,2.29
7955,2020-09-12,2020-09-18,R318,FULTON STREET-LAFAYETTE AV,10788.0,No,2.29
7956,2020-09-12,2020-09-18,R319,63RD STREET-LEXINGTON AVE,32291.0,No,2.29
7957,2020-09-12,2020-09-18,R320,CANAL STREET-VARICK STREET,5737.0,No,2.29
7958,2020-09-12,2020-09-18,R321,18TH STREET-7TH AVENUE,8854.0,No,2.29
7959,2020-09-12,2020-09-18,R322,SPRING STREET-LAFAYETTE ST,11930.0,No,2.29
7960,2020-09-12,2020-09-18,R323,111TH STREET-LENOX AVENUE,13569.0,No,2.29
7961,2020-09-12,2020-09-18,R324,116TH STREET-LENOX AVENUE,17489.0,No,2.29
7962,2020-09-12,2020-09-18,R325,WHITLOCK AVE-WESTCHESTER AV,4720.0,No,2.29
7963,2020-09-12,2020-09-18,R326,ZEREGA AVE-WESTCHESTER AVE,5501.0,No,2.29
7964,2020-09-12,2020-09-18,R327,52ND STREET-ROOSEVELT AVE,13567.0,No,2.29
7965,2020-09-12,2020-09-18,R328,WILLETS PT BLVD-ROOSEVELT,6314.0,No,2.29
7966,2020-09-12,2020-09-18,R329,MORRIS PARK-PAULDING AVENUE,4782.0,No,2.29
7967,2020-09-12,2020-09-18,R330,3RD AVENUE-14TH STREET,10501.0,No,2.29
7968,2020-09-12,2020-09-18,R331,155TH STREET-ST NICHOLAS AV,4791.0,No,2.29
7969,2020-09-12,2020-09-18,R332,135TH STREET-ST NICHOLAS AV,8331.0,No,2.29
7970,2020-09-12,2020-09-18,R333,116TH STREET-8TH AVENUE,10952.0,No,2.29
7971,2020-09-12,2020-09-18,R334,110TH STREET-8TH AVENUE,12652.0,No,2.29
7972,2020-09-12,2020-09-18,R335,GASTON AVENUE-BEACH 67TH ST,6293.0,No,2.29
7973,2020-09-12,2020-09-18,R336,STRAITON AVE-BEACH 60TH ST,4616.0,No,2.29
7974,2020-09-12,2020-09-18,R337,FRANK AVENUE-BEACH 44TH ST,1857.0,No,2.29
7975,2020-09-12,2020-09-18,R338,EDGEMERE-BEACH 36TH STREET,2134.0,No,2.29
7976,2020-09-12,2020-09-18,R339,36TH STREET-NORTHERN BLVD,5614.0,No,2.29
7977,2020-09-12,2020-09-18,R340,65TH STREET-BROADWAY,7103.0,No,2.29
7978,2020-09-12,2020-09-18,R341,75TH AVENUE-QUEENS BLVD,5326.0,No,2.29
7979,2020-09-12,2020-09-18,R342,VAN WYCK BLVD-METROPOLITAN,10740.0,No,2.29
7980,2020-09-12,2020-09-18,R343,FRANKLIN STREET-WEST BWAY,5282.0,No,2.29
7981,2020-09-12,2020-09-18,R344,145TH STREET-LENOX AVENUE,6045.0,No,2.29
7982,2020-09-12,2020-09-18,R345,148TH STREET-LENOX AVENUE,6872.0,No,2.29
7983,2020-09-12,2020-09-18,R346,COURT SQ,8982.0,No,2.29
7984,2020-09-12,2020-09-18,R347,69TH STREET-ROOSEVELT AVE,12230.0,No,2.29
7985,2020-09-12,2020-09-18,R348,ATLANTIC AV-VAN SINDEREN AV,2956.0,No,2.29
7986,2020-09-12,2020-09-18,R349,SUTTER AVE-VAN SINDEREN AVE,5511.0,No,2.29
7987,2020-09-12,2020-09-18,R350,LIVONIA AVE-VAN SINDEREN AV,4840.0,No,2.29
7988,2020-09-12,2020-09-18,R352,HEWES STREET-BROADWAY,6635.0,No,2.29
7989,2020-09-12,2020-09-18,R353,LORIMER STREET-BROADWAY,9933.0,No,2.29
7990,2020-09-12,2020-09-18,R354,104TH STREET-LIBERTY AVENUE,4132.0,No,2.29
7991,2020-09-12,2020-09-18,R355,109TH STREET-LIBERTY AVENUE,5208.0,No,2.29
7992,2020-09-12,2020-09-18,R356,LEFFERTS BLVD-LIBERTY AVE,15779.0,No,2.29
7993,2020-09-12,2020-09-18,R357,NORTH CONDUIT AVE-COHANCEY,1813.0,No,2.29
7994,2020-09-12,2020-09-18,R358,BEACH 25TH STREET-WAVECREST,4112.0,No,2.29
7995,2020-09-12,2020-09-18,R359,COURT SQ-23 ST,19977.0,No,2.29
7996,2020-09-12,2020-09-18,R360,21ST STREET-JACKSON AVENUE,3603.0,No,2.29
7997,2020-09-12,2020-09-18,R361,PELHAM PKWY-WHITE PLAINS RD,17974.0,No,2.29
7998,2020-09-12,2020-09-18,R362,ALLERTON AV-WHITE PLAINS RD,11477.0,No,2.29
7999,2020-09-12,2020-09-18,R363,BURKE AVE-WHITE PLAINS ROAD,7472.0,No,2.29
8000,2020-09-12,2020-09-18,R364,GUNHILL RD-WHITE PLAINS RD,11854.0,No,2.29
8001,2020-09-12,2020-09-18,R365,219TH ST-WHITE PLAINS ROAD,6950.0,No,2.29
8002,2020-09-12,2020-09-18,R366,225TH ST-WHITE PLAINS ROAD,8263.0,No,2.29
8003,2020-09-12,2020-09-18,R367,233RD ST-WHITE PLAINS ROAD,10632.0,No,2.29
8004,2020-09-12,2020-09-18,R368,9TH AVENUE-39TH STREET,13572.0,No,2.29
8005,2020-09-12,2020-09-18,R369,FORT HAMILTON PKWY-45TH ST,10658.0,No,2.29
8006,2020-09-12,2020-09-18,R370,71ST STREET-NEW UTRECHT AVE,11921.0,No,2.29
8007,2020-09-12,2020-09-18,R371,79TH STREET-17TH AVENUE,13340.0,No,2.29
8008,2020-09-12,2020-09-18,R372,18TH AVENUE-86TH STREET,13447.0,No,2.29
8009,2020-09-12,2020-09-18,R373,20TH AVENUE-86TH STREET,11651.0,No,2.29
8010,2020-09-12,2020-09-18,R374,BAY PARKWAY-86TH STREET,17058.0,No,2.29
8011,2020-09-12,2020-09-18,R375,NEW LOTS AV-VAN SINDEREN AV,7343.0,No,2.29
8012,2020-09-12,2020-09-18,R376,EAST 105TH ST-FARRAGUT ROAD,6125.0,No,2.29
8013,2020-09-12,2020-09-18,R377,FLUSHING AVE-BROADWAY,18077.0,No,2.29
8014,2020-09-12,2020-09-18,R378,MYRTLE AVENUE-BROADWAY,20028.0,No,2.29
8015,2020-09-12,2020-09-18,R379,KOSCIUSZKO STREET-BROADWAY,9778.0,No,2.29
8016,2020-09-12,2020-09-18,R380,GATES AVENUE-BROADWAY,13260.0,No,2.29
8017,2020-09-12,2020-09-18,R381,HALSEY STREET-BROADWAY,11797.0,No,2.29
8018,2020-09-12,2020-09-18,R382,GRANT AVENUE-PITKIN AVENUE,12560.0,No,2.29
8019,2020-09-12,2020-09-18,R383,HUDSON STREET-78TH STREET,9197.0,No,2.29
8020,2020-09-12,2020-09-18,R384,BOYD STREET-88TH STREET,6394.0,No,2.29
8021,2020-09-12,2020-09-18,R385,ROCKAWAY BLVD-LIBERTY AVE,14274.0,No,2.29
8022,2020-09-12,2020-09-18,R386,174TH STREET-SOUTHERN BLVD,11582.0,No,2.29
8023,2020-09-12,2020-09-18,R387,EAST TREMONT AVENUE-178 ST,11362.0,No,2.29
8024,2020-09-12,2020-09-18,R388,EAST 180TH ST-MORRIS PARK,15271.0,No,2.29
8025,2020-09-12,2020-09-18,R389,BRONX PARK EAST,5143.0,No,2.29
8026,2020-09-12,2020-09-18,R390,8TH AVENUE-62ND STREET,22596.0,No,2.29
8027,2020-09-12,2020-09-18,R391,FORT HAMILTON PARKWAY-62ND,12711.0,No,2.29
8028,2020-09-12,2020-09-18,R392,18TH AVENUE-62ND STREET,11752.0,No,2.29
8029,2020-09-12,2020-09-18,R393,20TH AVENUE-62ND STREET,7898.0,No,2.29
8030,2020-09-12,2020-09-18,R394,BAY PARKWAY-66TH STREET,16469.0,No,2.29
8031,2020-09-12,2020-09-18,R395,KINGS HIGHWAY-WEST 7TH ST,11815.0,No,2.29
8032,2020-09-12,2020-09-18,R396,AVENUE U-WEST 7TH STREET,8203.0,No,2.29
8033,2020-09-12,2020-09-18,R397,86TH STREET-AVENUE V,5760.0,No,2.29
8034,2020-09-12,2020-09-18,R398,NEW UTRECHT AVENUE-62ND ST,11157.0,No,2.29
8035,2020-09-12,2020-09-18,R399,25TH AVENUE-86TH STREET,9010.0,No,2.29
8036,2020-09-12,2020-09-18,R400,BAY 50TH STREET-STILLWELL,5695.0,No,2.29
8037,2020-09-12,2020-09-18,R401,CENTRAL AVE-MYRTLE AVE,8188.0,No,2.29
8038,2020-09-12,2020-09-18,R402,SENECA AVENUE-PALMETTO ST,7270.0,No,2.29
8039,2020-09-12,2020-09-18,R403,FOREST AVENUE-PUTNAM AVENUE,9921.0,No,2.29
8040,2020-09-12,2020-09-18,R404,FRESH POND ROAD-68TH AVENUE,14012.0,No,2.29
8041,2020-09-12,2020-09-18,R405,JACKSON AVENUE-WESTCHESTER,9429.0,No,2.29
8042,2020-09-12,2020-09-18,R406,PROSPECT AVENUE-WESTCHESTER,13389.0,No,2.29
8043,2020-09-12,2020-09-18,R407,INTERVALE 163RD STREET,6524.0,No,2.29
8044,2020-09-12,2020-09-18,R408,SIMPSON ST-WESTCHESTER AVE,14834.0,No,2.29
8045,2020-09-12,2020-09-18,R409,FREEMAN ST-SOUTHERN BLVD,8598.0,No,2.29
8046,2020-09-12,2020-09-18,R411,PARK PLACE-FRANKLIN AVENUE,2908.0,No,2.29
8047,2020-09-12,2020-09-18,R412,BOTANIC GARDEN-FRANKLIN AVE,2063.0,No,2.29
8048,2020-09-12,2020-09-18,R413,KNICKERBOCKER AVE-MYRTLE AV,9108.0,No,2.29
8049,2020-09-12,2020-09-18,R414,HOWARD BEACH-159TH AVE,2977.0,No,2.29
8050,2020-09-12,2020-09-18,R415,BROAD CHANNEL-NOEL ROAD,650.0,No,2.29
8051,2020-09-12,2020-09-18,R416,HOLLAND-BEACH 90TH STREET,2126.0,No,2.29
8052,2020-09-12,2020-09-18,R417,PLAYLAND-BEACH 98TH STREET,988.0,No,2.29
8053,2020-09-12,2020-09-18,R418,SEASIDE BEACH-105TH STREET,483.0,No,2.29
8054,2020-09-12,2020-09-18,R419,ROCKAWAY PARK-BEACH 116TH,1611.0,No,2.29
8055,2020-09-12,2020-09-18,R420,DITMAS AVE-MCDONALD AVE,8200.0,No,2.29
8056,2020-09-12,2020-09-18,R421,AVENUE I-MCDONALD AVENUE,3830.0,No,2.29
8057,2020-09-12,2020-09-18,R422,MCDONALD AVE-22ND AVE,1614.0,No,2.29
8058,2020-09-12,2020-09-18,R423,AVENUE N-MCDONALD AVENUE,5671.0,No,2.29
8059,2020-09-12,2020-09-18,R424,AVENUE P-MCDONALD AVENUE,5060.0,No,2.29
8060,2020-09-12,2020-09-18,R425,AVENUE U-MCDONALD AVENUE,3243.0,No,2.29
8061,2020-09-12,2020-09-18,R426,NEPTUNE AVE-MCDONALD AVENUE,2666.0,No,2.29
8062,2020-09-12,2020-09-18,R427,MIDDLETOWN ROAD-WESTCHESTER,3818.0,No,2.29
8063,2020-09-12,2020-09-18,R428,BUHRE AVE-WESTCHESTER AVE,7464.0,No,2.29
8064,2020-09-12,2020-09-18,R429,PELHAM BAY PARK-BRUCKNER BL,10483.0,No,2.29
8065,2020-09-12,2020-09-18,R430,PELHAM PKWY-ESPLANADE,5216.0,No,2.29
8066,2020-09-12,2020-09-18,R431,DYRE AVENUE-LIGHT STREET,8051.0,No,2.29
8067,2020-09-12,2020-09-18,R432,CHAUNCEY STREET-ROCKAWAY AV,6840.0,No,2.29
8068,2020-09-12,2020-09-18,R433,ALABAMA AVENUE-FULTON ST,4447.0,No,2.29
8069,2020-09-12,2020-09-18,R434,VAN SICLEN AVENUE-FULTON ST,6709.0,No,2.29
8070,2020-09-12,2020-09-18,R435,CLEVELAND STREET-FULTON ST,6910.0,No,2.29
8071,2020-09-12,2020-09-18,R436,NORWOOD AVENUE-FULTON ST,6909.0,No,2.29
8072,2020-09-12,2020-09-18,R437,CRESCENT STREET-FULTON ST,11150.0,No,2.29
8073,2020-09-12,2020-09-18,R438,RALPH AVENUE-FULTON STREET,11220.0,No,2.29
8074,2020-09-12,2020-09-18,R439,ROCKAWAY AVE-HOPKINSON AVE,10545.0,No,2.29
8075,2020-09-12,2020-09-18,R440,LIBERTY AVE-PENNSYLVANIA AV,4953.0,No,2.29
8076,2020-09-12,2020-09-18,R441,VAN SICLEN AVE-PITKIN AVE,6365.0,No,2.29
8077,2020-09-12,2020-09-18,R442,SHEPHERD AVE-PITKIN AVE,6394.0,No,2.29
8078,2020-09-12,2020-09-18,R443,170TH STREET-GRAND CONC.,13610.0,No,2.29
8079,2020-09-12,2020-09-18,R444,238TH ST-WHITE PLAINS ROAD,6694.0,No,2.29
8080,2020-09-12,2020-09-18,R445,138TH STREET-3RD AVE,16948.0,No,2.29
8081,2020-09-12,2020-09-18,R446,BROOK AVENUE-138TH STREET,14223.0,No,2.29
8082,2020-09-12,2020-09-18,R447,CYPRESS AVENUE-138TH STREET,7242.0,No,2.29
8083,2020-09-12,2020-09-18,R448,EAST 143RD ST-SOUTHERN BLVD,2344.0,No,2.29
