,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price
7511,2020-09-19,2020-09-25,R343,FRANKLIN STREET-WEST BWAY,5578.0,No,2.28
7512,2020-09-19,2020-09-25,R344,145TH STREET-LENOX AVENUE,6658.0,No,2.28
7513,2020-09-19,2020-09-25,R345,148TH STREET-LENOX AVENUE,7043.0,No,2.28
7514,2020-09-19,2020-09-25,R346,COURT SQ,9094.0,No,2.28
7515,2020-09-19,2020-09-25,R347,69TH STREET-ROOSEVELT AVE,11521.0,No,2.28
7516,2020-09-19,2020-09-25,R348,ATLANTIC AV-VAN SINDEREN AV,3086.0,No,2.28
7517,2020-09-19,2020-09-25,R349,SUTTER AVE-VAN SINDEREN AVE,5570.0,No,2.28
7518,2020-09-19,2020-09-25,R350,LIVONIA AVE-VAN SINDEREN AV,4782.0,No,2.28
7519,2020-09-19,2020-09-25,R352,HEWES STREET-BROADWAY,6823.0,No,2.28
7520,2020-09-19,2020-09-25,R353,LORIMER STREET-BROADWAY,10499.0,No,2.28
7521,2020-09-19,2020-09-25,R354,104TH STREET-LIBERTY AVENUE,4330.0,No,2.28
7522,2020-09-19,2020-09-25,R355,109TH STREET-LIBERTY AVENUE,5563.0,No,2.28
7523,2020-09-19,2020-09-25,R356,LEFFERTS BLVD-LIBERTY AVE,16039.0,No,2.28
7524,2020-09-19,2020-09-25,R357,NORTH CONDUIT AVE-COHANCEY,1860.0,No,2.28
7525,2020-09-19,2020-09-25,R358,BEACH 25TH STREET-WAVECREST,4201.0,No,2.28
7526,2020-09-19,2020-09-25,R359,COURT SQ-23 ST,20004.0,No,2.28
7527,2020-09-19,2020-09-25,R360,21ST STREET-JACKSON AVENUE,3469.0,No,2.28
7528,2020-09-19,2020-09-25,R361,PELHAM PKWY-WHITE PLAINS RD,18329.0,No,2.28
7529,2020-09-19,2020-09-25,R362,ALLERTON AV-WHITE PLAINS RD,11758.0,No,2.28
7530,2020-09-19,2020-09-25,R363,BURKE AVE-WHITE PLAINS ROAD,7383.0,No,2.28
7531,2020-09-19,2020-09-25,R364,GUNHILL RD-WHITE PLAINS RD,12279.0,No,2.28
7532,2020-09-19,2020-09-25,R365,219TH ST-WHITE PLAINS ROAD,7207.0,No,2.28
7533,2020-09-19,2020-09-25,R366,225TH ST-WHITE PLAINS ROAD,8526.0,No,2.28
7534,2020-09-19,2020-09-25,R367,233RD ST-WHITE PLAINS ROAD,10969.0,No,2.28
7535,2020-09-19,2020-09-25,R368,9TH AVENUE-39TH STREET,13376.0,No,2.28
7536,2020-09-19,2020-09-25,R369,FORT HAMILTON PKWY-45TH ST,10780.0,No,2.28
7537,2020-09-19,2020-09-25,R370,71ST STREET-NEW UTRECHT AVE,11982.0,No,2.28
7538,2020-09-19,2020-09-25,R371,79TH STREET-17TH AVENUE,10982.0,No,2.28
7539,2020-09-19,2020-09-25,R372,18TH AVENUE-86TH STREET,13534.0,No,2.28
7540,2020-09-19,2020-09-25,R373,20TH AVENUE-86TH STREET,11767.0,No,2.28
7541,2020-09-19,2020-09-25,R374,BAY PARKWAY-86TH STREET,17310.0,No,2.28
7542,2020-09-19,2020-09-25,R375,NEW LOTS AV-VAN SINDEREN AV,7631.0,No,2.28
7543,2020-09-19,2020-09-25,R376,EAST 105TH ST-FARRAGUT ROAD,6349.0,No,2.28
7544,2020-09-19,2020-09-25,R377,FLUSHING AVE-BROADWAY,19046.0,No,2.28
7545,2020-09-19,2020-09-25,R378,MYRTLE AVENUE-BROADWAY,20503.0,No,2.28
7546,2020-09-19,2020-09-25,R379,KOSCIUSZKO STREET-BROADWAY,10277.0,No,2.28
7547,2020-09-19,2020-09-25,R380,GATES AVENUE-BROADWAY,13608.0,No,2.28
7548,2020-09-19,2020-09-25,R381,HALSEY STREET-BROADWAY,12191.0,No,2.28
7549,2020-09-19,2020-09-25,R382,GRANT AVENUE-PITKIN AVENUE,12641.0,No,2.28
7550,2020-09-19,2020-09-25,R383,HUDSON STREET-78TH STREET,9563.0,No,2.28
7551,2020-09-19,2020-09-25,R384,BOYD STREET-88TH STREET,6652.0,No,2.28
7552,2020-09-19,2020-09-25,R385,ROCKAWAY BLVD-LIBERTY AVE,14969.0,No,2.28
7553,2020-09-19,2020-09-25,R386,174TH STREET-SOUTHERN BLVD,11371.0,No,2.28
7554,2020-09-19,2020-09-25,R387,EAST TREMONT AVENUE-178 ST,11847.0,No,2.28
7555,2020-09-19,2020-09-25,R388,EAST 180TH ST-MORRIS PARK,15187.0,No,2.28
7556,2020-09-19,2020-09-25,R389,BRONX PARK EAST,5033.0,No,2.28
7557,2020-09-19,2020-09-25,R390,8TH AVENUE-62ND STREET,23364.0,No,2.28
7558,2020-09-19,2020-09-25,R391,FORT HAMILTON PARKWAY-62ND,13179.0,No,2.28
7559,2020-09-19,2020-09-25,R392,18TH AVENUE-62ND STREET,11885.0,No,2.28
7560,2020-09-19,2020-09-25,R393,20TH AVENUE-62ND STREET,7914.0,No,2.28
7561,2020-09-19,2020-09-25,R394,BAY PARKWAY-66TH STREET,17018.0,No,2.28
7562,2020-09-19,2020-09-25,R395,KINGS HIGHWAY-WEST 7TH ST,12281.0,No,2.28
7563,2020-09-19,2020-09-25,R396,AVENUE U-WEST 7TH STREET,8373.0,No,2.28
7564,2020-09-19,2020-09-25,R397,86TH STREET-AVENUE V,5713.0,No,2.28
7565,2020-09-19,2020-09-25,R398,NEW UTRECHT AVENUE-62ND ST,11802.0,No,2.28
7566,2020-09-19,2020-09-25,R399,25TH AVENUE-86TH STREET,9210.0,No,2.28
7567,2020-09-19,2020-09-25,R400,BAY 50TH STREET-STILLWELL,5563.0,No,2.28
7568,2020-09-19,2020-09-25,R401,CENTRAL AVE-MYRTLE AVE,8491.0,No,2.28
7569,2020-09-19,2020-09-25,R402,SENECA AVENUE-PALMETTO ST,7349.0,No,2.28
7570,2020-09-19,2020-09-25,R403,FOREST AVENUE-PUTNAM AVENUE,10056.0,No,2.28
7571,2020-09-19,2020-09-25,R404,FRESH POND ROAD-68TH AVENUE,13529.0,No,2.28
7572,2020-09-19,2020-09-25,R405,JACKSON AVENUE-WESTCHESTER,9400.0,No,2.28
7573,2020-09-19,2020-09-25,R406,PROSPECT AVENUE-WESTCHESTER,13392.0,No,2.28
7574,2020-09-19,2020-09-25,R407,INTERVALE 163RD STREET,6390.0,No,2.28
7575,2020-09-19,2020-09-25,R408,SIMPSON ST-WESTCHESTER AVE,15487.0,No,2.28
7576,2020-09-19,2020-09-25,R409,FREEMAN ST-SOUTHERN BLVD,9002.0,No,2.28
7577,2020-09-19,2020-09-25,R411,PARK PLACE-FRANKLIN AVENUE,3123.0,No,2.28
7578,2020-09-19,2020-09-25,R412,BOTANIC GARDEN-FRANKLIN AVE,2107.0,No,2.28
7579,2020-09-19,2020-09-25,R413,KNICKERBOCKER AVE-MYRTLE AV,9881.0,No,2.28
7580,2020-09-19,2020-09-25,R414,HOWARD BEACH-159TH AVE,3074.0,No,2.28
7581,2020-09-19,2020-09-25,R415,BROAD CHANNEL-NOEL ROAD,651.0,No,2.28
7582,2020-09-19,2020-09-25,R416,HOLLAND-BEACH 90TH STREET,2003.0,No,2.28
7583,2020-09-19,2020-09-25,R417,PLAYLAND-BEACH 98TH STREET,946.0,No,2.28
7584,2020-09-19,2020-09-25,R418,SEASIDE BEACH-105TH STREET,435.0,No,2.28
7585,2020-09-19,2020-09-25,R419,ROCKAWAY PARK-BEACH 116TH,1525.0,No,2.28
7586,2020-09-19,2020-09-25,R420,DITMAS AVE-MCDONALD AVE,8403.0,No,2.28
7587,2020-09-19,2020-09-25,R421,AVENUE I-MCDONALD AVENUE,3111.0,No,2.28
7588,2020-09-19,2020-09-25,R422,MCDONALD AVE-22ND AVE,1524.0,No,2.28
7589,2020-09-19,2020-09-25,R423,AVENUE N-MCDONALD AVENUE,5459.0,No,2.28
7590,2020-09-19,2020-09-25,R424,AVENUE P-MCDONALD AVENUE,4671.0,No,2.28
7591,2020-09-19,2020-09-25,R425,AVENUE U-MCDONALD AVENUE,2985.0,No,2.28
7592,2020-09-19,2020-09-25,R426,NEPTUNE AVE-MCDONALD AVENUE,2744.0,No,2.28
7593,2020-09-19,2020-09-25,R427,MIDDLETOWN ROAD-WESTCHESTER,3887.0,No,2.28
7594,2020-09-19,2020-09-25,R428,BUHRE AVE-WESTCHESTER AVE,7745.0,No,2.28
7595,2020-09-19,2020-09-25,R429,PELHAM BAY PARK-BRUCKNER BL,10636.0,No,2.28
7596,2020-09-19,2020-09-25,R430,PELHAM PKWY-ESPLANADE,5489.0,No,2.28
7597,2020-09-19,2020-09-25,R431,DYRE AVENUE-LIGHT STREET,8600.0,No,2.28
7598,2020-09-19,2020-09-25,R432,CHAUNCEY STREET-ROCKAWAY AV,6811.0,No,2.28
7599,2020-09-19,2020-09-25,R433,ALABAMA AVENUE-FULTON ST,4739.0,No,2.28
7600,2020-09-19,2020-09-25,R434,VAN SICLEN AVENUE-FULTON ST,6695.0,No,2.28
7601,2020-09-19,2020-09-25,R435,CLEVELAND STREET-FULTON ST,7011.0,No,2.28
7602,2020-09-19,2020-09-25,R436,NORWOOD AVENUE-FULTON ST,6718.0,No,2.28
7603,2020-09-19,2020-09-25,R437,CRESCENT STREET-FULTON ST,11251.0,No,2.28
7604,2020-09-19,2020-09-25,R438,RALPH AVENUE-FULTON STREET,11094.0,No,2.28
7605,2020-09-19,2020-09-25,R439,ROCKAWAY AVE-HOPKINSON AVE,10670.0,No,2.28
7606,2020-09-19,2020-09-25,R440,LIBERTY AVE-PENNSYLVANIA AV,5198.0,No,2.28
7607,2020-09-19,2020-09-25,R441,VAN SICLEN AVE-PITKIN AVE,6274.0,No,2.28
7608,2020-09-19,2020-09-25,R442,SHEPHERD AVE-PITKIN AVE,6679.0,No,2.28
7609,2020-09-19,2020-09-25,R443,170TH STREET-GRAND CONC.,13942.0,No,2.28
7610,2020-09-19,2020-09-25,R444,238TH ST-WHITE PLAINS ROAD,6662.0,No,2.28
7611,2020-09-19,2020-09-25,R445,138TH STREET-3RD AVE,17793.0,No,2.28
7612,2020-09-19,2020-09-25,R446,BROOK AVENUE-138TH STREET,14722.0,No,2.28
7613,2020-09-19,2020-09-25,R447,CYPRESS AVENUE-138TH STREET,7413.0,No,2.28
7614,2020-09-19,2020-09-25,R448,EAST 143RD ST-SOUTHERN BLVD,2451.0,No,2.28
7615,2020-09-19,2020-09-25,R449,EAST 149TH ST-SOUTHERN BLVD,11605.0,No,2.28
7616,2020-09-19,2020-09-25,R450,LONGWOOD AVE-SOUTHERN BLVD,7435.0,No,2.28
7617,2020-09-19,2020-09-25,R451,WINTHROP ST-NOSTRAND AVE,14601.0,No,2.28
7618,2020-09-19,2020-09-25,R452,72ND STREET & BROADWAY,61335.0,No,2.28
7619,2020-09-19,2020-09-25,R453,23RD STREET-6TH AVENUE,15153.0,No,2.28
7620,2020-09-19,2020-09-25,R455,25TH STREET-4TH AVENUE,1989.0,No,2.28
7621,2020-09-19,2020-09-25,R456,HOYT STREET-FULTON STREET,4521.0,No,2.28
7622,2020-09-19,2020-09-25,R460,MARCY AVENUE-BROADWAY,24667.0,No,2.28
7623,2020-09-19,2020-09-25,R461,BROADWAY LAFAYETTE-BLEECKER,28306.0,No,2.28
7624,2020-09-19,2020-09-25,R462,CANAL STREET-BROADWAY,20965.0,No,2.28
7625,2020-09-19,2020-09-25,R463,CANAL ST-LAFAYETTE ST EAST,25879.0,No,2.28
7626,2020-09-19,2020-09-25,R464,AQUEDUCT RACE TRACK,4185.0,No,2.28
7627,2020-09-19,2020-09-25,R468,RI TRAMWAY (MANHATTAN),8461.0,No,2.28
7628,2020-09-19,2020-09-25,R469,RI TRAMWAY (ROOSEVELT),9642.0,No,2.28
7629,2020-09-19,2020-09-25,R535,AIRTRAIN @ HOWARD BEACH,6713.0,No,2.28
7630,2020-09-19,2020-09-25,R536,AIRTRAIN JAMAICA CENTER 1,15739.0,No,2.28
7631,2020-09-19,2020-09-25,R540,PA-PATH WORLD TRADE CNTR,49823.0,No,2.28
7632,2020-09-19,2020-09-25,R541,PA-PATH THIRTY THIRD ST,26198.0,No,2.28
7633,2020-09-19,2020-09-25,R542,PA-PATH TWENTY THIRD ST,5660.0,No,2.28
7634,2020-09-19,2020-09-25,R543,PA-PATH EXCHANGE PLACE,10244.0,No,2.28
7635,2020-09-19,2020-09-25,R544,PA-PATH HARRISON,6687.0,No,2.28
7636,2020-09-19,2020-09-25,R545,PA-PATH 14TH STREET,8761.0,No,2.28
7637,2020-09-19,2020-09-25,R546,PA-PATH PAVONIA/NEWPORT,9149.0,No,2.28
7638,2020-09-19,2020-09-25,R547,PA-PATH 9TH STREET,4298.0,No,2.28
7639,2020-09-19,2020-09-25,R548,PA-PATH CHRISTOPHER ST,4773.0,No,2.28
7640,2020-09-19,2020-09-25,R549,PA-PATH NEWARK,28911.0,No,2.28
7641,2020-09-19,2020-09-25,R550,PA-PATH HOBOKEN,17881.0,No,2.28
7642,2020-09-19,2020-09-25,R551,PA-PATH GROVE ST,15164.0,No,2.28
7643,2020-09-19,2020-09-25,R552,PA-PATH JOURNAL SQUARE,26610.0,No,2.28
7644,2020-09-19,2020-09-25,R570,72ND STREET - 2 AVENUE,56009.0,No,2.28
7645,2020-09-19,2020-09-25,R571,86TH STREET - 2 AVENUE,39299.0,No,2.28
7646,2020-09-19,2020-09-25,R572,96TH STREET - 2 AVENUE,31464.0,No,2.28
7647,2020-09-12,2020-09-18,R001,WHITEHALL STREET,27819.0,No,2.29
7648,2020-09-12,2020-09-18,R003,CYPRESS HILLS,3429.0,No,2.29
7649,2020-09-12,2020-09-18,R004,75TH STREET & ELDERTS LANE,9030.0,No,2.29
7650,2020-09-12,2020-09-18,R005,85TH STREET & FOREST PKWAY,9686.0,No,2.29
7651,2020-09-12,2020-09-18,R006,WOODHAVEN BOULEVARD,10583.0,No,2.29
7652,2020-09-12,2020-09-18,R007,104TH STREET,6370.0,No,2.29
7653,2020-09-12,2020-09-18,R008,111TH STREET,5216.0,No,2.29
7654,2020-09-12,2020-09-18,R009,121ST STREET,4971.0,No,2.29
7655,2020-09-12,2020-09-18,R010,42ND STREET & 8TH AVENUE,35305.0,No,2.29
7656,2020-09-12,2020-09-18,R011,42ND STREET & 8TH AVENUE,93668.0,No,2.29
7657,2020-09-12,2020-09-18,R012,34TH STREET & 8TH AVENUE,70087.0,No,2.29
7658,2020-09-12,2020-09-18,R013,34TH STREET & 8TH AVENUE,22321.0,No,2.29
7659,2020-09-12,2020-09-18,R014,FULTON STREET,72312.0,No,2.29
7660,2020-09-12,2020-09-18,R015,FIFTH AVENUE,22497.0,No,2.29
7661,2020-09-12,2020-09-18,R016,LEXINGTON AVENUE,6368.0,No,2.29
7662,2020-09-12,2020-09-18,R017,LEXINGTON AVENUE,37895.0,No,2.29
7663,2020-09-12,2020-09-18,R018,ROOSEVELT AVE/JACKSON HTS,114304.0,No,2.29
7664,2020-09-12,2020-09-18,R019,179TH STREET & HILLSIDE AVE,30956.0,No,2.29
7665,2020-09-12,2020-09-18,R020,47-50 STREETS/ROCKEFELLER,64065.0,No,2.29
7666,2020-09-12,2020-09-18,R021,42ND STREET & 6TH AVENUE,42739.0,No,2.29
7667,2020-09-12,2020-09-18,R022,34TH STREET & 6TH AVENUE,94151.0,No,2.29
7668,2020-09-12,2020-09-18,R023,34TH STREET & 6TH AVENUE,61765.0,No,2.29
7669,2020-09-12,2020-09-18,R024,SUTPHIN BOULEVARD,38736.0,No,2.29
7670,2020-09-12,2020-09-18,R025,JAMAICA CENTER-PARSONS BLVD,49365.0,No,2.29
7671,2020-09-12,2020-09-18,R027,WALL STREET,18979.0,No,2.29
7672,2020-09-12,2020-09-18,R028,FULTON & WILLIAM STREETS,29572.0,No,2.29
7673,2020-09-12,2020-09-18,R029,PARK PLACE,40176.0,No,2.29
7674,2020-09-12,2020-09-18,R030,CHAMBERS STREET,17707.0,No,2.29
7675,2020-09-12,2020-09-18,R031,34TH STREET & 7TH AVENUE,34316.0,No,2.29
7676,2020-09-12,2020-09-18,R032,42ND STREET/TIMES SQUARE,45634.0,No,2.29
7677,2020-09-12,2020-09-18,R033,42ND STREET/TIMES SQUARE,51103.0,No,2.29
7678,2020-09-12,2020-09-18,R034,125TH STREET & BROADWAY,12850.0,No,2.29
7679,2020-09-12,2020-09-18,R035,168TH STREET & BROADWAY,46799.0,No,2.29
7680,2020-09-12,2020-09-18,R036,DYCKMAN STREET,18017.0,No,2.29
7681,2020-09-12,2020-09-18,R037,207TH STREET,13231.0,No,2.29
7682,2020-09-12,2020-09-18,R038,215TH STREET,3229.0,No,2.29
7683,2020-09-12,2020-09-18,R039,225TH STREET,11329.0,No,2.29
7684,2020-09-12,2020-09-18,R040,231ST STREET,18016.0,No,2.29
7685,2020-09-12,2020-09-18,R041,BOWLING GREEN & BATTERY PL,19281.0,No,2.29
7686,2020-09-12,2020-09-18,R042,BOWLING GREEN & BROADWAY,4865.0,No,2.29
7687,2020-09-12,2020-09-18,R043,WALL STREET,17363.0,No,2.29
7688,2020-09-12,2020-09-18,R044,BROOKLYN BRIDGE,27694.0,No,2.29
7689,2020-09-12,2020-09-18,R045,42ND STREET & GRAND CENTRAL,7749.0,No,2.29
7690,2020-09-12,2020-09-18,R046,42ND STREET & GRAND CENTRAL,68771.0,No,2.29
7691,2020-09-12,2020-09-18,R047,42ND STREET & GRAND CENTRAL,39048.0,No,2.29
7692,2020-09-12,2020-09-18,R048,42ND STREET & 3RD AVENUE,13880.0,No,2.29
7693,2020-09-12,2020-09-18,R049,51ST STREET & LEXINGTON AVE,16587.0,No,2.29
7694,2020-09-12,2020-09-18,R050,59TH STREET & LEXINGTON AVE,25744.0,No,2.29
7695,2020-09-12,2020-09-18,R051,59TH STREET & LEXINGTON AVE,53688.0,No,2.29
7696,2020-09-12,2020-09-18,R052,WOODLAWN ROAD,9912.0,No,2.29
7697,2020-09-12,2020-09-18,R053,149TH STREET & 3RD AVENUE,39274.0,No,2.29
7698,2020-09-12,2020-09-18,R054,FIFTH AVENUE & 42ND STREET,16384.0,No,2.29
7699,2020-09-12,2020-09-18,R055,MAIN STREET,90011.0,No,2.29
7700,2020-09-12,2020-09-18,R056,NEVINS STREET,15820.0,No,2.29
7701,2020-09-12,2020-09-18,R057,BARCLAYS CENTER,68501.0,No,2.29
7702,2020-09-12,2020-09-18,R058,BERGEN STREET,4771.0,No,2.29
7703,2020-09-12,2020-09-18,R059,GRAND ARMY PLAZA,10532.0,No,2.29
7704,2020-09-12,2020-09-18,R060,EASTERN PARKWAY,6159.0,No,2.29
7705,2020-09-12,2020-09-18,R061,NOSTRAND AVENUE,7967.0,No,2.29
7706,2020-09-12,2020-09-18,R062,UTICA AVENUE,48522.0,No,2.29
7707,2020-09-12,2020-09-18,R063,SUTTER AVENUE,13456.0,No,2.29
7708,2020-09-12,2020-09-18,R064,SARATOGA AVENUE,11701.0,No,2.29
7709,2020-09-12,2020-09-18,R065,ROCKAWAY AVENUE,9554.0,No,2.29
7710,2020-09-12,2020-09-18,R066,JUNIUS STREET,3759.0,No,2.29
7711,2020-09-12,2020-09-18,R067,PENNSYLVANIA AVENUE,8981.0,No,2.29
7712,2020-09-12,2020-09-18,R068,VAN SICLEN AVENUE,5835.0,No,2.29
7713,2020-09-12,2020-09-18,R069,NEW LOTS AVENUE,10409.0,No,2.29
7714,2020-09-12,2020-09-18,R070,ST GEORGE TERMINAL,9948.0,No,2.29
7715,2020-09-12,2020-09-18,R072,34TH STREET - HUDSON YARDS,25346.0,No,2.29
7716,2020-09-12,2020-09-18,R079,FIFTH AVENUE & 60TH STREET,22505.0,No,2.29
7717,2020-09-12,2020-09-18,R080,57TH STREET & 7TH AVENUE,36085.0,No,2.29
7718,2020-09-12,2020-09-18,R081,49TH STREET & 7TH AVENUE,19069.0,No,2.29
7719,2020-09-12,2020-09-18,R082,28TH STREET & BROADWAY,13411.0,No,2.29
7720,2020-09-12,2020-09-18,R083,23RD STREET & 5TH AVENUE,21373.0,No,2.29
7721,2020-09-12,2020-09-18,R084,59TH STREET/COLUMBUS CIRCLE,87293.0,No,2.29
7722,2020-09-12,2020-09-18,R085,8TH STREET & BROADWAY,17172.0,No,2.29
7723,2020-09-12,2020-09-18,R086,PRINCE STREET & BROADWAY,14633.0,No,2.29
7724,2020-09-12,2020-09-18,R087,CITY HALL,6232.0,No,2.29
7725,2020-09-12,2020-09-18,R088,CORTLANDT STREET,19526.0,No,2.29
7726,2020-09-12,2020-09-18,R089,JAY ST-METROTECH,4443.0,No,2.29
7727,2020-09-12,2020-09-18,R090,39TH AVENUE & 31ST STREET,5004.0,No,2.29
7728,2020-09-12,2020-09-18,R091,36TH AVENUE & 31ST STREET,12533.0,No,2.29
7729,2020-09-12,2020-09-18,R092,BROADWAY & 31ST STREET,22081.0,No,2.29
7730,2020-09-12,2020-09-18,R093,30TH AVENUE & 31ST STREET,25372.0,No,2.29
7731,2020-09-12,2020-09-18,R094,ASTORIA BLVD & 31ST STREET,16319.0,No,2.29
7732,2020-09-12,2020-09-18,R095,DITMARS BLVD & 31ST STREET,28263.0,No,2.29
7733,2020-09-12,2020-09-18,R096,82ND STREET-JACKSON HEIGHTS,39621.0,No,2.29
7734,2020-09-12,2020-09-18,R097,JUNCTION BLVD-ROOSEVELT AVE,65292.0,No,2.29
7735,2020-09-12,2020-09-18,R098,CHURCH AVENUE,35689.0,No,2.29
7736,2020-09-12,2020-09-18,R099,DEKALB AVENUE,33565.0,No,2.29
7737,2020-09-12,2020-09-18,R100,METROPOLITAN AVENUE,7043.0,No,2.29
7738,2020-09-12,2020-09-18,R101,145TH STREET,40436.0,No,2.29
7739,2020-09-12,2020-09-18,R102,125TH STREET,49399.0,No,2.29
7740,2020-09-12,2020-09-18,R103,BROADWAY-EAST NEW YORK,18811.0,No,2.29
7741,2020-09-12,2020-09-18,R104,167TH ST-GRAND CONCOURSE,20114.0,No,2.29
7742,2020-09-12,2020-09-18,R105,14TH STREET & 7TH AVENUE,30963.0,No,2.29
7743,2020-09-12,2020-09-18,R106,CASTLE HILL AVENUE,13371.0,No,2.29
7744,2020-09-12,2020-09-18,R107,WESTCHESTER SQUARE,10612.0,No,2.29
7745,2020-09-12,2020-09-18,R108,BOROUGH HALL - COURT STREET,39302.0,No,2.29
7746,2020-09-12,2020-09-18,R109,CHURCH AVENUE & NOSTRAND AV,16219.0,No,2.29
7747,2020-09-12,2020-09-18,R110,FLATBUSH AVE & NOSTRAND AV,22829.0,No,2.29
7748,2020-09-12,2020-09-18,R111,23RD STREET & 8TH AVENUE,28405.0,No,2.29
7749,2020-09-12,2020-09-18,R112,FORDHAM RD/GRAND CONCOURSE,23671.0,No,2.29
7750,2020-09-12,2020-09-18,R113,SEVENTH AVENUE & WEST 53RD,12573.0,No,2.29
7751,2020-09-12,2020-09-18,R114,PARSONS BLVD & HILLSIDE AV,13470.0,No,2.29
7752,2020-09-12,2020-09-18,R115,169TH STREET & HILLSIDE AVE,15584.0,No,2.29
7753,2020-09-12,2020-09-18,R116,50TH STREET & 7TH AVENUE,17592.0,No,2.29
7754,2020-09-12,2020-09-18,R117,242ND STREET & BROADWAY,12399.0,No,2.29
7755,2020-09-12,2020-09-18,R118,CANAL STREET,15784.0,No,2.29
7756,2020-09-12,2020-09-18,R119,FORDHAM ROAD & JEROME AVE,22257.0,No,2.29
7757,2020-09-12,2020-09-18,R120,MORRISON AVE & WESTCHESTER,14017.0,No,2.29
7758,2020-09-12,2020-09-18,R121,QUEENSBORO PLAZA,21719.0,No,2.29
7759,2020-09-12,2020-09-18,R122,90TH STREET/ELMHURST AVENUE,47515.0,No,2.29
7760,2020-09-12,2020-09-18,R123,FRANKLIN AVE/EASTERN PKWY,27797.0,No,2.29
7761,2020-09-12,2020-09-18,R124,KINGSTON AVE/EASTERN PKWY,8943.0,No,2.29
7762,2020-09-12,2020-09-18,R125,BROAD STREET & WALL STREET,6817.0,No,2.29
7763,2020-09-12,2020-09-18,R126,175TH STREET/FT WASHINGTON,22107.0,No,2.29
7764,2020-09-12,2020-09-18,R127,JAY ST-METROTECH,39495.0,No,2.29
7765,2020-09-12,2020-09-18,R128,SUTPHIN BLVD-HILLSIDE AVE,9199.0,No,2.29
7766,2020-09-12,2020-09-18,R129,BERGEN STREET-SMITH STREET,16975.0,No,2.29
7767,2020-09-12,2020-09-18,R130,KINGS HIGHWAY-MCDONALD AVE,6884.0,No,2.29
7768,2020-09-12,2020-09-18,R131,23RD STREET-PARK AVE SOUTH,24638.0,No,2.29
7769,2020-09-12,2020-09-18,R132,125TH STREET-LEXINGTON AVE,43450.0,No,2.29
7770,2020-09-12,2020-09-18,R133,MOSHOLU PARKWAY-JEROME AVE,18172.0,No,2.29
7771,2020-09-12,2020-09-18,R134,HUNTERS PT AVE-49TH AVE,8764.0,No,2.29
7772,2020-09-12,2020-09-18,R135,NEWKIRK AVE-NOSTRAND AVE,12168.0,No,2.29
7773,2020-09-12,2020-09-18,R136,SHEEPSHEAD BAY ROAD,26424.0,No,2.29
7774,2020-09-12,2020-09-18,R137,MYRTLE AVE-GATES AVENUE,39917.0,No,2.29
7775,2020-09-12,2020-09-18,R138,WEST 4TH ST-WASHINGTON SQ,53522.0,No,2.29
7776,2020-09-12,2020-09-18,R139,CANAL STREET-LISPENARD ST,22658.0,No,2.29
7777,2020-09-12,2020-09-18,R140,QUEENS PLAZA-JACKSON AVE,15323.0,No,2.29
7778,2020-09-12,2020-09-18,R141,71ST AVE-CONTINENTAL AVE,41608.0,No,2.29
7779,2020-09-12,2020-09-18,R142,ESSEX ST-DELANCEY ST,42176.0,No,2.29
7780,2020-09-12,2020-09-18,R143,28TH STREET-PARK AVE SOUTH,25459.0,No,2.29
7781,2020-09-12,2020-09-18,R144,96TH STREET-LEXINGTON AVE,32008.0,No,2.29
7782,2020-09-12,2020-09-18,R145,241ST ST-WHITE PLAINS RD,10823.0,No,2.29
7783,2020-09-12,2020-09-18,R146,HUNTS PT AVE-SOUTHERN BLVD,20092.0,No,2.29
7784,2020-09-12,2020-09-18,R147,61ST STREET-ROOSEVELT AVE,38079.0,No,2.29
7785,2020-09-12,2020-09-18,R148,PARKSIDE AVE-OCEAN AVE,14112.0,No,2.29
7786,2020-09-12,2020-09-18,R149,NEWKIRK PLAZA,21507.0,No,2.29
7787,2020-09-12,2020-09-18,R150,AVENUE U-EAST 16TH STREET,14981.0,No,2.29
7788,2020-09-12,2020-09-18,R151,STILLWELL AVE-CONEY ISLAND,28081.0,No,2.29
7789,2020-09-12,2020-09-18,R152,ROCKAWAY PKWY-GLENWOOD RD,15911.0,No,2.29
7790,2020-09-12,2020-09-18,R153,UTICA AVE-STUYVESANT AVE,25940.0,No,2.29
7791,2020-09-12,2020-09-18,R154,TREMONT AVE-179TH ST,18936.0,No,2.29
7792,2020-09-12,2020-09-18,R155,KINGSBRIDGE RD-196TH ST,15956.0,No,2.29
7793,2020-09-12,2020-09-18,R156,BEDFORD PARK BLVD-203RD ST,13200.0,No,2.29
7794,2020-09-12,2020-09-18,R157,205TH ST-BAINBRIDGE AVE,18161.0,No,2.29
7795,2020-09-12,2020-09-18,R158,UNION TURNPIKE-KEW GARDENS,35096.0,No,2.29
7796,2020-09-12,2020-09-18,R159,116TH STREET-COLUMBIA,13279.0,No,2.29
7797,2020-09-12,2020-09-18,R160,ASTOR PLACE-4 AVENUE,16542.0,No,2.29
7798,2020-09-12,2020-09-18,R161,KINGSBRIDGE RD-JEROME AVE,18171.0,No,2.29
7799,2020-09-12,2020-09-18,R162,ELDER AVE-WESTCHESTER AVE,16130.0,No,2.29
7800,2020-09-12,2020-09-18,R163,14TH STREET-6TH AVENUE,29532.0,No,2.29
