,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price,Total Snowfall,Total Rainfall
21547,2020-02-15,2020-02-21,R046,42ND STREET & GRAND CENTRAL,329433.0,Yes,2.62,0.0,0.04
21548,2020-02-15,2020-02-21,R047,42ND STREET & GRAND CENTRAL,204264.0,Yes,2.62,0.0,0.04
21549,2020-02-15,2020-02-21,R048,42ND STREET & 3RD AVENUE,60638.0,Yes,2.62,0.0,0.04
21550,2020-02-15,2020-02-21,R049,51ST STREET & LEXINGTON AVE,104661.0,Yes,2.62,0.0,0.04
21551,2020-02-15,2020-02-21,R050,59TH STREET & LEXINGTON AVE,91728.0,Yes,2.62,0.0,0.04
21552,2020-02-15,2020-02-21,R051,59TH STREET & LEXINGTON AVE,152914.0,Yes,2.62,0.0,0.04
21553,2020-02-15,2020-02-21,R052,WOODLAWN ROAD,22298.0,Yes,2.62,0.0,0.04
21554,2020-02-15,2020-02-21,R053,149TH STREET & 3RD AVENUE,85565.0,Yes,2.62,0.0,0.04
21555,2020-02-15,2020-02-21,R054,FIFTH AVENUE & 42ND STREET,67224.0,Yes,2.62,0.0,0.04
21556,2020-02-15,2020-02-21,R055,MAIN STREET,149349.0,Yes,2.62,0.0,0.04
21557,2020-02-15,2020-02-21,R056,NEVINS STREET,42679.0,Yes,2.62,0.0,0.04
21558,2020-02-15,2020-02-21,R057,BARCLAYS CENTER,194366.0,Yes,2.62,0.0,0.04
21559,2020-02-15,2020-02-21,R058,BERGEN STREET,20822.0,Yes,2.62,0.0,0.04
21560,2020-02-15,2020-02-21,R059,GRAND ARMY PLAZA,35550.0,Yes,2.62,0.0,0.04
21561,2020-02-15,2020-02-21,R060,EASTERN PARKWAY,22175.0,Yes,2.62,0.0,0.04
21562,2020-02-15,2020-02-21,R061,NOSTRAND AVENUE,18894.0,Yes,2.62,0.0,0.04
21563,2020-02-15,2020-02-21,R062,UTICA AVENUE,101229.0,Yes,2.62,0.0,0.04
21564,2020-02-15,2020-02-21,R063,SUTTER AVENUE,27490.0,Yes,2.62,0.0,0.04
21565,2020-02-15,2020-02-21,R064,SARATOGA AVENUE,21633.0,Yes,2.62,0.0,0.04
21566,2020-02-15,2020-02-21,R065,ROCKAWAY AVENUE,18500.0,Yes,2.62,0.0,0.04
21567,2020-02-15,2020-02-21,R066,JUNIUS STREET,8342.0,Yes,2.62,0.0,0.04
21568,2020-02-15,2020-02-21,R067,PENNSYLVANIA AVENUE,17275.0,Yes,2.62,0.0,0.04
21569,2020-02-15,2020-02-21,R068,VAN SICLEN AVENUE,10690.0,Yes,2.62,0.0,0.04
21570,2020-02-15,2020-02-21,R069,NEW LOTS AVENUE,20827.0,Yes,2.62,0.0,0.04
21571,2020-02-15,2020-02-21,R070,ST GEORGE TERMINAL,35348.0,Yes,2.62,0.0,0.04
21572,2020-02-15,2020-02-21,R072,34TH STREET - HUDSON YARDS,106413.0,Yes,2.62,0.0,0.04
21573,2020-02-15,2020-02-21,R079,FIFTH AVENUE & 60TH STREET,78206.0,Yes,2.62,0.0,0.04
21574,2020-02-15,2020-02-21,R080,57TH STREET & 7TH AVENUE,188709.0,Yes,2.62,0.0,0.04
21575,2020-02-15,2020-02-21,R081,49TH STREET & 7TH AVENUE,106568.0,Yes,2.62,0.0,0.04
21576,2020-02-15,2020-02-21,R082,28TH STREET & BROADWAY,63563.0,Yes,2.62,0.0,0.04
21577,2020-02-15,2020-02-21,R083,23RD STREET & 5TH AVENUE,106809.0,Yes,2.62,0.0,0.04
21578,2020-02-15,2020-02-21,R084,59TH STREET/COLUMBUS CIRCLE,354037.0,Yes,2.62,0.0,0.04
21579,2020-02-15,2020-02-21,R085,8TH STREET & BROADWAY,93253.0,Yes,2.62,0.0,0.04
21580,2020-02-15,2020-02-21,R086,PRINCE STREET & BROADWAY,64750.0,Yes,2.62,0.0,0.04
21581,2020-02-15,2020-02-21,R087,CITY HALL,27284.0,Yes,2.62,0.0,0.04
21582,2020-02-15,2020-02-21,R088,CORTLANDT STREET,98312.0,Yes,2.62,0.0,0.04
21583,2020-02-15,2020-02-21,R089,JAY ST-METROTECH,17910.0,Yes,2.62,0.0,0.04
21584,2020-02-15,2020-02-21,R090,39TH AVENUE & 31ST STREET,16677.0,Yes,2.62,0.0,0.04
21585,2020-02-15,2020-02-21,R091,36TH AVENUE & 31ST STREET,33275.0,Yes,2.62,0.0,0.04
21586,2020-02-15,2020-02-21,R092,BROADWAY & 31ST STREET,62046.0,Yes,2.62,0.0,0.04
21587,2020-02-15,2020-02-21,R093,30TH AVENUE & 31ST STREET,73700.0,Yes,2.62,0.0,0.04
21588,2020-02-15,2020-02-21,R094,ASTORIA BLVD & 31ST STREET,42196.0,Yes,2.62,0.0,0.04
21589,2020-02-15,2020-02-21,R095,DITMARS BLVD & 31ST STREET,83733.0,Yes,2.62,0.0,0.04
21590,2020-02-15,2020-02-21,R096,82ND STREET-JACKSON HEIGHTS,78844.0,Yes,2.62,0.0,0.04
21591,2020-02-15,2020-02-21,R097,JUNCTION BLVD-ROOSEVELT AVE,109924.0,Yes,2.62,0.0,0.04
21592,2020-02-15,2020-02-21,R098,CHURCH AVENUE,73548.0,Yes,2.62,0.0,0.04
21593,2020-02-15,2020-02-21,R099,DEKALB AVENUE,100525.0,Yes,2.62,0.0,0.04
21594,2020-02-15,2020-02-21,R100,METROPOLITAN AVENUE,13606.0,Yes,2.62,0.0,0.04
21595,2020-02-15,2020-02-21,R101,145TH STREET,119202.0,Yes,2.62,0.0,0.04
21596,2020-02-15,2020-02-21,R102,125TH STREET,133481.0,Yes,2.62,0.0,0.04
21597,2020-02-15,2020-02-21,R103,BROADWAY-EAST NEW YORK,40873.0,Yes,2.62,0.0,0.04
21598,2020-02-15,2020-02-21,R104,167TH ST-GRAND CONCOURSE,42813.0,Yes,2.62,0.0,0.04
21599,2020-02-15,2020-02-21,R105,14TH STREET & 7TH AVENUE,117384.0,Yes,2.62,0.0,0.04
21600,2020-02-15,2020-02-21,R106,CASTLE HILL AVENUE,27206.0,Yes,2.62,0.0,0.04
21601,2020-02-15,2020-02-21,R107,WESTCHESTER SQUARE,21419.0,Yes,2.62,0.0,0.04
21602,2020-02-15,2020-02-21,R108,BOROUGH HALL - COURT STREET,144007.0,Yes,2.62,0.0,0.04
21603,2020-02-15,2020-02-21,R109,CHURCH AVENUE & NOSTRAND AV,42791.0,Yes,2.62,0.0,0.04
21604,2020-02-15,2020-02-21,R110,FLATBUSH AVE & NOSTRAND AV,76897.0,Yes,2.62,0.0,0.04
21605,2020-02-15,2020-02-21,R111,23RD STREET & 8TH AVENUE,107468.0,Yes,2.62,0.0,0.04
21606,2020-02-15,2020-02-21,R112,FORDHAM RD/GRAND CONCOURSE,53907.0,Yes,2.62,0.0,0.04
21607,2020-02-15,2020-02-21,R113,SEVENTH AVENUE & WEST 53RD,84353.0,Yes,2.62,0.0,0.04
21608,2020-02-15,2020-02-21,R114,PARSONS BLVD & HILLSIDE AV,26760.0,Yes,2.62,0.0,0.04
21609,2020-02-15,2020-02-21,R115,169TH STREET & HILLSIDE AVE,35556.0,Yes,2.62,0.0,0.04
21610,2020-02-15,2020-02-21,R116,50TH STREET & 7TH AVENUE,128844.0,Yes,2.62,0.0,0.04
21611,2020-02-15,2020-02-21,R117,242ND STREET & BROADWAY,24064.0,Yes,2.62,0.0,0.04
21612,2020-02-15,2020-02-21,R118,CANAL STREET,54891.0,Yes,2.62,0.0,0.04
21613,2020-02-15,2020-02-21,R119,FORDHAM ROAD & JEROME AVE,41652.0,Yes,2.62,0.0,0.04
21614,2020-02-15,2020-02-21,R120,MORRISON AVE & WESTCHESTER,27682.0,Yes,2.62,0.0,0.04
21615,2020-02-15,2020-02-21,R121,QUEENSBORO PLAZA,77883.0,Yes,2.62,0.0,0.04
21616,2020-02-15,2020-02-21,R122,90TH STREET/ELMHURST AVENUE,87875.0,Yes,2.62,0.0,0.04
21617,2020-02-15,2020-02-21,R123,FRANKLIN AVE/EASTERN PKWY,69047.0,Yes,2.62,0.0,0.04
21618,2020-02-15,2020-02-21,R124,KINGSTON AVE/EASTERN PKWY,24263.0,Yes,2.62,0.0,0.04
21619,2020-02-15,2020-02-21,R125,BROAD STREET & WALL STREET,36020.0,Yes,2.62,0.0,0.04
21620,2020-02-15,2020-02-21,R126,175TH STREET/FT WASHINGTON,70314.0,Yes,2.62,0.0,0.04
21621,2020-02-15,2020-02-21,R127,JAY ST-METROTECH,157950.0,Yes,2.62,0.0,0.04
21622,2020-02-15,2020-02-21,R128,SUTPHIN BLVD-HILLSIDE AVE,19780.0,Yes,2.62,0.0,0.04
21623,2020-02-15,2020-02-21,R129,BERGEN STREET-SMITH STREET,56220.0,Yes,2.62,0.0,0.04
21624,2020-02-15,2020-02-21,R130,KINGS HIGHWAY-MCDONALD AVE,17694.0,Yes,2.62,0.0,0.04
21625,2020-02-15,2020-02-21,R131,23RD STREET-PARK AVE SOUTH,134962.0,Yes,2.62,0.0,0.04
21626,2020-02-15,2020-02-21,R132,125TH STREET-LEXINGTON AVE,108939.0,Yes,2.62,0.0,0.04
21627,2020-02-15,2020-02-21,R133,MOSHOLU PARKWAY-JEROME AVE,34315.0,Yes,2.62,0.0,0.04
21628,2020-02-15,2020-02-21,R134,HUNTERS PT AVE-49TH AVE,29388.0,Yes,2.62,0.0,0.04
21629,2020-02-15,2020-02-21,R135,NEWKIRK AVE-NOSTRAND AVE,31882.0,Yes,2.62,0.0,0.04
21630,2020-02-15,2020-02-21,R136,SHEEPSHEAD BAY ROAD,58894.0,Yes,2.62,0.0,0.04
21631,2020-02-15,2020-02-21,R137,MYRTLE AVE-GATES AVENUE,87586.0,Yes,2.62,0.0,0.04
21632,2020-02-15,2020-02-21,R138,WEST 4TH ST-WASHINGTON SQ,233601.0,Yes,2.62,0.0,0.04
21633,2020-02-15,2020-02-21,R139,CANAL STREET-LISPENARD ST,96281.0,Yes,2.62,0.0,0.04
21634,2020-02-15,2020-02-21,R140,QUEENS PLAZA-JACKSON AVE,64706.0,Yes,2.62,0.0,0.04
21635,2020-02-15,2020-02-21,R141,71ST AVE-CONTINENTAL AVE,114215.0,Yes,2.62,0.0,0.04
21636,2020-02-15,2020-02-21,R142,ESSEX ST-DELANCEY ST,145573.0,Yes,2.62,0.0,0.04
21637,2020-02-15,2020-02-21,R143,28TH STREET-PARK AVE SOUTH,100477.0,Yes,2.62,0.0,0.04
21638,2020-02-15,2020-02-21,R144,96TH STREET-LEXINGTON AVE,75736.0,Yes,2.62,0.0,0.04
21639,2020-02-15,2020-02-21,R145,241ST ST-WHITE PLAINS RD,20633.0,Yes,2.62,0.0,0.04
21640,2020-02-15,2020-02-21,R146,HUNTS PT AVE-SOUTHERN BLVD,41689.0,Yes,2.62,0.0,0.04
21641,2020-02-15,2020-02-21,R147,61ST STREET-ROOSEVELT AVE,84873.0,Yes,2.62,0.0,0.04
21642,2020-02-15,2020-02-21,R148,PARKSIDE AVE-OCEAN AVE,31564.0,Yes,2.62,0.0,0.04
21643,2020-02-15,2020-02-21,R149,NEWKIRK PLAZA,48100.0,Yes,2.62,0.0,0.04
21644,2020-02-15,2020-02-21,R150,AVENUE U-EAST 16TH STREET,32860.0,Yes,2.62,0.0,0.04
21645,2020-02-15,2020-02-21,R151,STILLWELL AVE-CONEY ISLAND,43916.0,Yes,2.62,0.0,0.04
21646,2020-02-15,2020-02-21,R152,ROCKAWAY PKWY-GLENWOOD RD,42544.0,Yes,2.62,0.0,0.04
21647,2020-02-15,2020-02-21,R153,UTICA AVE-STUYVESANT AVE,71486.0,Yes,2.62,0.0,0.04
21648,2020-02-15,2020-02-21,R154,TREMONT AVE-179TH ST,40805.0,Yes,2.62,0.0,0.04
21649,2020-02-15,2020-02-21,R155,KINGSBRIDGE RD-196TH ST,36382.0,Yes,2.62,0.0,0.04
21650,2020-02-15,2020-02-21,R156,BEDFORD PARK BLVD-203RD ST,31366.0,Yes,2.62,0.0,0.04
21651,2020-02-15,2020-02-21,R157,205TH ST-BAINBRIDGE AVE,36604.0,Yes,2.62,0.0,0.04
21652,2020-02-15,2020-02-21,R158,UNION TURNPIKE-KEW GARDENS,90785.0,Yes,2.62,0.0,0.04
21653,2020-02-15,2020-02-21,R159,116TH STREET-COLUMBIA,83878.0,Yes,2.62,0.0,0.04
21654,2020-02-15,2020-02-21,R160,ASTOR PLACE-4 AVENUE,91027.0,Yes,2.62,0.0,0.04
21655,2020-02-15,2020-02-21,R161,KINGSBRIDGE RD-JEROME AVE,37866.0,Yes,2.62,0.0,0.04
21656,2020-02-15,2020-02-21,R162,ELDER AVE-WESTCHESTER AVE,30290.0,Yes,2.62,0.0,0.04
21657,2020-02-15,2020-02-21,R163,14TH STREET-6TH AVENUE,120343.0,Yes,2.62,0.0,0.04
21658,2020-02-15,2020-02-21,R164,66TH STREET-BROADWAY,108300.0,Yes,2.62,0.0,0.04
21659,2020-02-15,2020-02-21,R165,TOMPKINSVILLE,2087.0,Yes,2.62,0.0,0.04
21660,2020-02-15,2020-02-21,R166,79TH STREET-BROADWAY,75215.0,Yes,2.62,0.0,0.04
21661,2020-02-15,2020-02-21,R167,86TH STREET-BROADWAY,87216.0,Yes,2.62,0.0,0.04
21662,2020-02-15,2020-02-21,R168,96TH STREET-BROADWAY,169800.0,Yes,2.62,0.0,0.04
21663,2020-02-15,2020-02-21,R169,137TH STREET-BROADWAY,79049.0,Yes,2.62,0.0,0.04
21664,2020-02-15,2020-02-21,R170,14TH STREET-UNION SQUARE,488084.0,Yes,2.62,0.0,0.04
21665,2020-02-15,2020-02-21,R171,7TH AVENUE-PARK PLACE,48249.0,Yes,2.62,0.0,0.04
21666,2020-02-15,2020-02-21,R172,BRIGHTON BEACH-CONEY ISLAND,53662.0,Yes,2.62,0.0,0.04
21667,2020-02-15,2020-02-21,R173,207TH STREET-BROADWAY,55081.0,Yes,2.62,0.0,0.04
21668,2020-02-15,2020-02-21,R174,181ST STREET-FT WASH AVE,59548.0,Yes,2.62,0.0,0.04
21669,2020-02-15,2020-02-21,R175,8TH AVENUE-14TH STREET,218916.0,Yes,2.62,0.0,0.04
21670,2020-02-15,2020-02-21,R176,33RD STREET-PARK AVENUE,136206.0,Yes,2.62,0.0,0.04
21671,2020-02-15,2020-02-21,R177,68TH STREET-HUNTER COLLEGE,108355.0,Yes,2.62,0.0,0.04
21672,2020-02-15,2020-02-21,R178,77TH STREET-LEXINGTON AVE,120386.0,Yes,2.62,0.0,0.04
21673,2020-02-15,2020-02-21,R179,86TH STREET-LEXINGTON AVE,204257.0,Yes,2.62,0.0,0.04
21674,2020-02-15,2020-02-21,R180,103RD STREET-LEXINGTON AVE,54940.0,Yes,2.62,0.0,0.04
21675,2020-02-15,2020-02-21,R181,110TH STREET-LEXINGTON AVE,46390.0,Yes,2.62,0.0,0.04
21676,2020-02-15,2020-02-21,R182,116TH STREET-LEXINGTON AVE,63651.0,Yes,2.62,0.0,0.04
21677,2020-02-15,2020-02-21,R183,BEDFORD PARK BLVD-JEROME AV,18600.0,Yes,2.62,0.0,0.04
21678,2020-02-15,2020-02-21,R184,CORTELYOU RD-EAST 16TH ST,31306.0,Yes,2.62,0.0,0.04
21679,2020-02-15,2020-02-21,R185,DYCKMAN STREET-BROADWAY,44456.0,Yes,2.62,0.0,0.04
21680,2020-02-15,2020-02-21,R186,86TH ST-CENTRAL PARK WEST,48572.0,Yes,2.62,0.0,0.04
21681,2020-02-15,2020-02-21,R187,81ST STREET-MUSEUM,68388.0,Yes,2.62,0.0,0.04
21682,2020-02-15,2020-02-21,R188,50TH STREET-8TH AVENUE,99338.0,Yes,2.62,0.0,0.04
21683,2020-02-15,2020-02-21,R189,CHRISTOPHER ST-SHERIDAN SQ,56072.0,Yes,2.62,0.0,0.04
21684,2020-02-15,2020-02-21,R190,23RD STREET-7TH AVENUE,69847.0,Yes,2.62,0.0,0.04
21685,2020-02-15,2020-02-21,R191,103RD STREET-BROADWAY,60913.0,Yes,2.62,0.0,0.04
21686,2020-02-15,2020-02-21,R192,110TH STREET-BROADWAY,59805.0,Yes,2.62,0.0,0.04
21687,2020-02-15,2020-02-21,R193,157TH STREET-BROADWAY,31894.0,Yes,2.62,0.0,0.04
21688,2020-02-15,2020-02-21,R194,BLEECKER ST-LAFAYETTE ST,83642.0,Yes,2.62,0.0,0.04
21689,2020-02-15,2020-02-21,R195,161ST STREET-YANKEE STADIUM,93630.0,Yes,2.62,0.0,0.04
21690,2020-02-15,2020-02-21,R196,PROSPECT PARK-EMPIRE BLVD,48492.0,Yes,2.62,0.0,0.04
21691,2020-02-15,2020-02-21,R197,36TH STREET-4TH AVENUE,67261.0,Yes,2.62,0.0,0.04
21692,2020-02-15,2020-02-21,R198,NOSTRAND AVE-FULTON ST,83705.0,Yes,2.62,0.0,0.04
21693,2020-02-15,2020-02-21,R199,KINGSTON AVE-THROOP AVE,32775.0,Yes,2.62,0.0,0.04
21694,2020-02-15,2020-02-21,R200,EUCLID AVE-PITKIN AVE,42023.0,Yes,2.62,0.0,0.04
21695,2020-02-15,2020-02-21,R201,WOODHAVEN BLVD-QUEENS BLVD,88195.0,Yes,2.62,0.0,0.04
21696,2020-02-15,2020-02-21,R202,63RD DRIVE-REGO PARK,75387.0,Yes,2.62,0.0,0.04
21697,2020-02-15,2020-02-21,R203,23RD STREET-6TH AVENUE,86940.0,Yes,2.62,0.0,0.04
21698,2020-02-15,2020-02-21,R204,CHURCH AVE-MCDONALD AVE,45405.0,Yes,2.62,0.0,0.04
21699,2020-02-15,2020-02-21,R205,149TH ST-GRAND CONCOURSE,50606.0,Yes,2.62,0.0,0.04
21700,2020-02-15,2020-02-21,R206,125TH STREET-LENOX AVENUE,67286.0,Yes,2.62,0.0,0.04
21701,2020-02-15,2020-02-21,R207,135TH STREET-LENOX AVENUE,64815.0,Yes,2.62,0.0,0.04
21702,2020-02-15,2020-02-21,R208,103RD ST-ROOSEVELT AVE,104721.0,Yes,2.62,0.0,0.04
21703,2020-02-15,2020-02-21,R209,STERLING ST-NOSTRAND AVE,28041.0,Yes,2.62,0.0,0.04
21704,2020-02-15,2020-02-21,R210,BEVERLY RD-NOSTRAND AVE,19866.0,Yes,2.62,0.0,0.04
21705,2020-02-15,2020-02-21,R211,KINGS HIGHWAY-EAST 16TH ST,83232.0,Yes,2.62,0.0,0.04
21706,2020-02-15,2020-02-21,R212,59TH STREET-4TH AVENUE,52523.0,Yes,2.62,0.0,0.04
21707,2020-02-15,2020-02-21,R213,BAY RIDGE AVE-4TH AVENUE,36633.0,Yes,2.62,0.0,0.04
21708,2020-02-15,2020-02-21,R214,77TH STREET-4TH AVENUE,27472.0,Yes,2.62,0.0,0.04
21709,2020-02-15,2020-02-21,R215,86TH STREET-4TH AVENUE,43916.0,Yes,2.62,0.0,0.04
21710,2020-02-15,2020-02-21,R216,BAY RIDGE - 95TH STREET,28086.0,Yes,2.62,0.0,0.04
21711,2020-02-15,2020-02-21,R217,HOYT ST-SCHERMERHORN ST,57742.0,Yes,2.62,0.0,0.04
21712,2020-02-15,2020-02-21,R218,ELMHURST AVE-BROADWAY,63645.0,Yes,2.62,0.0,0.04
21713,2020-02-15,2020-02-21,R219,67TH AVENUE-QUEENS BLVD,41547.0,Yes,2.62,0.0,0.04
21714,2020-02-15,2020-02-21,R220,CARROLL ST-PRESIDENT ST,55555.0,Yes,2.62,0.0,0.04
21715,2020-02-15,2020-02-21,R221,167TH STREET-RIVER AVENUE,38025.0,Yes,2.62,0.0,0.04
21716,2020-02-15,2020-02-21,R222,177TH STREET-PARKCHESTER,62968.0,Yes,2.62,0.0,0.04
21717,2020-02-15,2020-02-21,R223,46TH ST-BLISS ST,66645.0,Yes,2.62,0.0,0.04
21718,2020-02-15,2020-02-21,R224,CLARK STREET-HENRY STREET,29714.0,Yes,2.62,0.0,0.04
21719,2020-02-15,2020-02-21,R225,HOYT STREET-HOYT STREET,22388.0,Yes,2.62,0.0,0.04
21720,2020-02-15,2020-02-21,R226,GUN HILL ROAD-SEYMOUR,9921.0,Yes,2.62,0.0,0.04
21721,2020-02-15,2020-02-21,R227,RECTOR STREET-CHURCH STREET,29779.0,Yes,2.62,0.0,0.04
21722,2020-02-15,2020-02-21,R228,AVENUE J-EAST 16TH STREET,26730.0,Yes,2.62,0.0,0.04
21723,2020-02-15,2020-02-21,R229,AVENUE M-EAST 16TH STREET,25679.0,Yes,2.62,0.0,0.04
21724,2020-02-15,2020-02-21,R230,NECK ROAD-EAST 16TH STREET,21580.0,Yes,2.62,0.0,0.04
21725,2020-02-15,2020-02-21,R231,UNION STREET-4TH AVENUE,38504.0,Yes,2.62,0.0,0.04
21726,2020-02-15,2020-02-21,R232,45TH STREET-4TH AVENUE,36981.0,Yes,2.62,0.0,0.04
21727,2020-02-15,2020-02-21,R233,53RD STREET-4TH AVENUE,44739.0,Yes,2.62,0.0,0.04
21728,2020-02-15,2020-02-21,R234,50TH STREET-NEW UTRECHT AVE,15441.0,Yes,2.62,0.0,0.04
21729,2020-02-15,2020-02-21,R235,BEDFORD AVE-NORTH 7TH ST,128427.0,Yes,2.62,0.0,0.04
21730,2020-02-15,2020-02-21,R236,DEKALB AVE-WYCKOFF AVE,39247.0,Yes,2.62,0.0,0.04
21731,2020-02-15,2020-02-21,R237,182ND STREET-183RD STREET,23274.0,Yes,2.62,0.0,0.04
21732,2020-02-15,2020-02-21,R238,STEINWAY ST-BROADWAY,72040.0,Yes,2.62,0.0,0.04
21733,2020-02-15,2020-02-21,R239,GREENPOINT AVE,55430.0,Yes,2.62,0.0,0.04
21734,2020-02-15,2020-02-21,R240,GRAND ST-CHRISTIE ST,127689.0,Yes,2.62,0.0,0.04
21735,2020-02-15,2020-02-21,R241,15TH ST-PROSPECT PARK WEST,29086.0,Yes,2.62,0.0,0.04
21736,2020-02-15,2020-02-21,R242,18TH AVE-MCDONALD AVE,17581.0,Yes,2.62,0.0,0.04
21737,2020-02-15,2020-02-21,R243,170TH STREET-JEROME AVENUE,34126.0,Yes,2.62,0.0,0.04
21738,2020-02-15,2020-02-21,R244,BURNSIDE AVE-JEROME AVE,39858.0,Yes,2.62,0.0,0.04
21739,2020-02-15,2020-02-21,R245,ST LAWRENCE AVE-WEST AVE,19818.0,Yes,2.62,0.0,0.04
21740,2020-02-15,2020-02-21,R246,PROSPECT AVENUE-4TH AVENUE,28124.0,Yes,2.62,0.0,0.04
21741,2020-02-15,2020-02-21,R247,55TH ST-NEW UTRECHT AVE,9912.0,Yes,2.62,0.0,0.04
21742,2020-02-15,2020-02-21,R248,1ST AVENUE-14TH STREET,66288.0,Yes,2.62,0.0,0.04
21743,2020-02-15,2020-02-21,R249,GRAHAM AVE-METROPOLITAN AVE,33613.0,Yes,2.62,0.0,0.04
21744,2020-02-15,2020-02-21,R250,GRAND ST-BUSHWICK AVE,19529.0,Yes,2.62,0.0,0.04
21745,2020-02-15,2020-02-21,R251,96TH ST-CENTRAL PARK WEST,42343.0,Yes,2.62,0.0,0.04
21746,2020-02-15,2020-02-21,R252,HIGH ST-CADMAN PLAZA WEST,52271.0,Yes,2.62,0.0,0.04
21747,2020-02-15,2020-02-21,R253,174TH-175TH ST-GRAND CONCOU,23872.0,Yes,2.62,0.0,0.04
21748,2020-02-15,2020-02-21,R254,GRAND AVE-QUEENS BOULEVARD,83976.0,Yes,2.62,0.0,0.04
21749,2020-02-15,2020-02-21,R255,VAN WYCK BLVD-MAIN STREET,22514.0,Yes,2.62,0.0,0.04
21750,2020-02-15,2020-02-21,R256,NASSAU AVE-MANHATTAN AVE,55754.0,Yes,2.62,0.0,0.04
21751,2020-02-15,2020-02-21,R257,EAST BROADWAY-MADISON ST,66994.0,Yes,2.62,0.0,0.04
21752,2020-02-15,2020-02-21,R258,4TH AVENUE-9TH STREET,62490.0,Yes,2.62,0.0,0.04
21753,2020-02-15,2020-02-21,R259,ROOSEVELT ISLAND,37818.0,Yes,2.62,0.0,0.04
21754,2020-02-15,2020-02-21,R260,181ST STREET-ST NICHOLAS AV,39086.0,Yes,2.62,0.0,0.04
21755,2020-02-15,2020-02-21,R261,40TH STREET-LOWERY STREET,48659.0,Yes,2.62,0.0,0.04
21756,2020-02-15,2020-02-21,R262,BEVERLEY ROAD -EAST 15TH ST,17228.0,Yes,2.62,0.0,0.04
21757,2020-02-15,2020-02-21,R263,AVENUE H-EAST 16TH STREET,16088.0,Yes,2.62,0.0,0.04
21758,2020-02-15,2020-02-21,R264,OCEAN PKWAY-BRIGHTON BCH AV,11546.0,Yes,2.62,0.0,0.04
21759,2020-02-15,2020-02-21,R265,MONTROSE AVENUE,23684.0,Yes,2.62,0.0,0.04
21760,2020-02-15,2020-02-21,R266,HALSEY STREET-WYCKOFF AVE,25368.0,Yes,2.62,0.0,0.04
21761,2020-02-15,2020-02-21,R267,46TH STREET-BROADWAY,42418.0,Yes,2.62,0.0,0.04
21762,2020-02-15,2020-02-21,R268,METROPOLITAN AVE-LORIMER ST,96897.0,Yes,2.62,0.0,0.04
21763,2020-02-15,2020-02-21,R269,BEDFORD AVENUE-NOSTRAND AVE,44538.0,Yes,2.62,0.0,0.04
21764,2020-02-15,2020-02-21,R270,SMITH STREET-9TH STREET,20014.0,Yes,2.62,0.0,0.04
21765,2020-02-15,2020-02-21,R271,AVENUE X-MCDONALD AVENUE,11570.0,Yes,2.62,0.0,0.04
21766,2020-02-15,2020-02-21,R272,28TH STREET-7TH AVENUE,74111.0,Yes,2.62,0.0,0.04
21767,2020-02-15,2020-02-21,R273,145TH STREET-BROADWAY,27880.0,Yes,2.62,0.0,0.04
21768,2020-02-15,2020-02-21,R274,191ST STREET-ST NICHOLAS AV,4857.0,Yes,2.62,0.0,0.04
21769,2020-02-15,2020-02-21,R275,183RD STREET-JEROME AVENUE,24413.0,Yes,2.62,0.0,0.04
21770,2020-02-15,2020-02-21,R276,JACKSON AVENUE-VERNON BLVD,78475.0,Yes,2.62,0.0,0.04
21771,2020-02-15,2020-02-21,R277,PRESIDENT ST-NOSTRAND AVE,17081.0,Yes,2.62,0.0,0.04
21772,2020-02-15,2020-02-21,R278,25TH STREET-4TH AVENUE,14917.0,Yes,2.62,0.0,0.04
21773,2020-02-15,2020-02-21,R279,JEFFERSON STREET-WYCKOFF AV,26217.0,Yes,2.62,0.0,0.04
21774,2020-02-15,2020-02-21,R280,190TH STREET-OVERLOOK TERR,27721.0,Yes,2.62,0.0,0.04
21775,2020-02-15,2020-02-21,R281,72ND STREET-CENTRAL PK WEST,44050.0,Yes,2.62,0.0,0.04
21776,2020-02-15,2020-02-21,R282,SPRING STREET-6TH AVENUE,73955.0,Yes,2.62,0.0,0.04
21777,2020-02-15,2020-02-21,R283,LAFAYETTE AVENUE-FULTON ST,25705.0,Yes,2.62,0.0,0.04
21778,2020-02-15,2020-02-21,R284,CLINTON AVENUE-FULTON ST,35934.0,Yes,2.62,0.0,0.04
21779,2020-02-15,2020-02-21,R285,MOTT AVENUE-BEACH 22ND ST,15398.0,Yes,2.62,0.0,0.04
21780,2020-02-15,2020-02-21,R286,MYRTLE AVENUE-MARCY AVENUE,29739.0,Yes,2.62,0.0,0.04
21781,2020-02-15,2020-02-21,R287,CLASSON AVENUE-LAFAYETTE AV,29159.0,Yes,2.62,0.0,0.04
21782,2020-02-15,2020-02-21,R288,7TH AVENUE-9TH STREET,55035.0,Yes,2.62,0.0,0.04
21783,2020-02-15,2020-02-21,R289,FT HAMILTON PKY-GREENWOOD,27018.0,Yes,2.62,0.0,0.04
21784,2020-02-15,2020-02-21,R290,HOUSTON STREET-VARICK ST,68080.0,Yes,2.62,0.0,0.04
21785,2020-02-15,2020-02-21,R291,33RD STREET-QUEENS BLVD,37382.0,Yes,2.62,0.0,0.04
